Song Name,Artist,Genre,Popularity
Dil Jaan,Neha Kakkar,Punjabi,98
Zindagi Mere,Shreya Ghoshal,Fusion,96
Dil Raat,Badshah,Bollywood,99
Zindagi Tere,Neha Kakkar,Folk,84
Din Zindagi,Badshah,Pop,96
Dil Mere,Shreya Ghoshal,Indie,93
Ishq Dil,Sonu Nigam,Bollywood,81
Mere Pyar,Badshah,Bollywood,89
Ishq Jaan,Arijit Singh,Indie,94
Pyar Zindagi,Jubin Nautiyal,Folk,95
Din Dil,KK,Punjabi,84
Jaan Tere,KK,Retro,92
Din Ishq,Jubin Nautiyal,Hip-Hop,82
Dil Zindagi,Shreya Ghoshal,Hip-Hop,88
Pyar Pyar,Jubin Nautiyal,Folk,81
Raat Zindagi,Badshah,Folk,96
Ishq Ishq,Badshah,Bollywood,84
Dil Pyar,KK,Punjabi,94
Din Pyar,Sonu Nigam,Punjabi,96
Jaan Tere,Jubin Nautiyal,Pop,81
Dil Dil,Badshah,Pop,91
Jaan Tere,Shreya Ghoshal,Pop,97
Mere Mohabbat,Sonu Nigam,Fusion,93
Din Ishq,KK,Folk,80
Ishq Zindagi,Jubin Nautiyal,Folk,82
Pyar Din,Arijit Singh,Fusion,81
Mere Din,Badshah,Retro,81
Mere Ishq,Neha Kakkar,Indie,82
Pyar Mohabbat,Shreya Ghoshal,Indie,95
Din Tere,Atif Aslam,Retro,98
Jaan Jaan,Arijit Singh,Retro,84
Jaan Zindagi,Atif Aslam,Hip-Hop,86
Zindagi Mere,Sonu Nigam,Retro,87
Mere Din,Sonu Nigam,Folk,95
Zindagi Raat,Jubin Nautiyal,Bollywood,100
Jaan Zindagi,Atif Aslam,Retro,98
Raat Raat,Arijit Singh,Retro,81
Pyar Din,Sonu Nigam,Bollywood,95
Mere Jaan,Atif Aslam,Fusion,97
Pyar Jaan,Jubin Nautiyal,Bollywood,92
Mere Dil,KK,Fusion,87
Tere Pyar,Arijit Singh,Hip-Hop,83
Din Tere,Sonu Nigam,Folk,88
Zindagi Mohabbat,Neha Kakkar,Retro,91
Mohabbat Ishq,Neha Kakkar,Retro,100
Ishq Mere,Badshah,Indie,81
Dil Ishq,Neha Kakkar,Fusion,89
Din Jaan,Neha Kakkar,Indie,96
Raat Pyar,Shreya Ghoshal,Retro,94
Pyar Ishq,Shreya Ghoshal,Indie,98
Raat Mohabbat,Arijit Singh,Indie,92
Mohabbat Din,Arijit Singh,Folk,91
Zindagi Ishq,KK,Pop,98
Dil Jaan,Atif Aslam,Retro,87
Mohabbat Din,Shreya Ghoshal,Retro,85
Tere Mere,Badshah,Folk,96
Zindagi Zindagi,Badshah,Bollywood,95
Tere Zindagi,Shreya Ghoshal,Pop,95
Jaan Tere,Jubin Nautiyal,Bollywood,96
Zindagi Mere,Badshah,Folk,88
Mohabbat Jaan,Badshah,Folk,83
Jaan Raat,Shreya Ghoshal,Retro,100
Mohabbat Dil,Sonu Nigam,Bollywood,95
Zindagi Ishq,Badshah,Bollywood,88
Ishq Raat,Atif Aslam,Retro,83
Mere Jaan,Jubin Nautiyal,Bollywood,98
Jaan Mere,Badshah,Bollywood,91
Raat Dil,Shreya Ghoshal,Punjabi,90
Raat Raat,Badshah,Folk,98
Din Ishq,Badshah,Folk,84
Ishq Jaan,Jubin Nautiyal,Punjabi,96
Zindagi Mohabbat,KK,Retro,97
Raat Jaan,Shreya Ghoshal,Folk,82
Zindagi Pyar,Badshah,Retro,82
Mohabbat Mere,KK,Folk,83
Din Jaan,KK,Hip-Hop,87
Raat Zindagi,Shreya Ghoshal,Hip-Hop,97
Tere Mere,Jubin Nautiyal,Indie,93
Mere Din,Neha Kakkar,Folk,91
Mere Zindagi,Badshah,Hip-Hop,91
Din Jaan,Arijit Singh,Fusion,89
Zindagi Dil,Jubin Nautiyal,Hip-Hop,90
Mere Dil,Sonu Nigam,Hip-Hop,83
Mere Pyar,Sonu Nigam,Folk,80
Raat Ishq,Shreya Ghoshal,Indie,91
Tere Raat,Arijit Singh,Retro,83
Ishq Zindagi,Shreya Ghoshal,Fusion,98
Pyar Mohabbat,Sonu Nigam,Pop,92
Tere Raat,Neha Kakkar,Indie,98
Tere Raat,Atif Aslam,Indie,96
Pyar Tere,Badshah,Retro,88
Tere Zindagi,Sonu Nigam,Retro,80
Jaan Din,Arijit Singh,Pop,83
Ishq Jaan,Arijit Singh,Pop,87
Din Pyar,Shreya Ghoshal,Retro,100
Tere Zindagi,Badshah,Pop,96
Mere Zindagi,Arijit Singh,Indie,83
Tere Tere,Sonu Nigam,Punjabi,87
Jaan Tere,Sonu Nigam,Punjabi,92
Dil Raat,Jubin Nautiyal,Bollywood,82
Mere Dil,Badshah,Retro,80
Tere Dil,Sonu Nigam,Folk,88
Mere Ishq,Shreya Ghoshal,Punjabi,80
Ishq Din,Shreya Ghoshal,Indie,85
Raat Ishq,Jubin Nautiyal,Folk,96
Din Din,Shreya Ghoshal,Indie,94
Ishq Zindagi,Atif Aslam,Bollywood,85
Dil Tere,Neha Kakkar,Fusion,80
Zindagi Mohabbat,Atif Aslam,Indie,100
Pyar Dil,Atif Aslam,Bollywood,94
Tere Din,Neha Kakkar,Fusion,93
Tere Raat,Arijit Singh,Bollywood,90
Mere Zindagi,KK,Hip-Hop,81
Jaan Tere,Jubin Nautiyal,Punjabi,81
Dil Pyar,Jubin Nautiyal,Pop,99
Jaan Mere,Atif Aslam,Indie,87
Din Ishq,Shreya Ghoshal,Punjabi,83
Tere Mere,Arijit Singh,Retro,80
Ishq Dil,Neha Kakkar,Bollywood,80
Mohabbat Zindagi,Neha Kakkar,Hip-Hop,80
Zindagi Pyar,Jubin Nautiyal,Punjabi,80
Ishq Dil,Arijit Singh,Indie,80
Tere Mere,KK,Folk,100
Pyar Mohabbat,Jubin Nautiyal,Bollywood,83
Mere Tere,Badshah,Retro,85
Zindagi Pyar,Neha Kakkar,Punjabi,96
Pyar Zindagi,Sonu Nigam,Folk,94
Ishq Mohabbat,Jubin Nautiyal,Indie,86
Pyar Mere,Neha Kakkar,Retro,98
Tere Tere,Neha Kakkar,Fusion,90
Tere Tere,Badshah,Punjabi,94
Jaan Ishq,Shreya Ghoshal,Retro,94
Zindagi Mohabbat,Jubin Nautiyal,Indie,97
Zindagi Pyar,Shreya Ghoshal,Punjabi,96
Mere Mohabbat,Arijit Singh,Pop,97
Din Din,KK,Fusion,89
Din Tere,Arijit Singh,Fusion,92
Mere Din,Shreya Ghoshal,Bollywood,93
Mere Mohabbat,Arijit Singh,Retro,88
Mere Ishq,Neha Kakkar,Retro,92
Dil Dil,Neha Kakkar,Pop,96
Raat Mere,Atif Aslam,Indie,95
Din Jaan,Sonu Nigam,Punjabi,86
Ishq Zindagi,Badshah,Indie,84
Jaan Ishq,Badshah,Hip-Hop,97
Pyar Jaan,Sonu Nigam,Punjabi,92
Raat Raat,Atif Aslam,Pop,84
Mere Pyar,KK,Hip-Hop,90
Jaan Raat,Sonu Nigam,Hip-Hop,97
Din Pyar,Sonu Nigam,Retro,80
Tere Tere,Sonu Nigam,Bollywood,90
Mere Mere,Sonu Nigam,Indie,95
Din Jaan,Arijit Singh,Retro,99
Pyar Mohabbat,Shreya Ghoshal,Fusion,89
Ishq Mohabbat,Arijit Singh,Bollywood,82
Ishq Raat,Jubin Nautiyal,Punjabi,80
Raat Pyar,Jubin Nautiyal,Pop,84
Pyar Jaan,Sonu Nigam,Fusion,96
Din Jaan,Sonu Nigam,Folk,97
Tere Mere,Atif Aslam,Retro,92
Tere Jaan,KK,Folk,80
Zindagi Zindagi,Badshah,Folk,97
Dil Pyar,Shreya Ghoshal,Punjabi,90
Mohabbat Jaan,Badshah,Indie,81
Pyar Zindagi,Shreya Ghoshal,Retro,80
Ishq Tere,Neha Kakkar,Hip-Hop,86
Tere Raat,Atif Aslam,Punjabi,80
Raat Tere,KK,Punjabi,86
Raat Tere,Neha Kakkar,Pop,99
Zindagi Pyar,Shreya Ghoshal,Pop,93
Ishq Din,Badshah,Hip-Hop,100
Mere Zindagi,Neha Kakkar,Indie,86
Ishq Mohabbat,KK,Punjabi,100
Ishq Zindagi,Sonu Nigam,Indie,98
Raat Zindagi,Atif Aslam,Punjabi,99
Mere Mohabbat,Atif Aslam,Fusion,81
Raat Mere,Sonu Nigam,Hip-Hop,88
Mohabbat Zindagi,Shreya Ghoshal,Hip-Hop,96
Din Mohabbat,Arijit Singh,Fusion,92
Mere Din,Badshah,Indie,91
Tere Jaan,Arijit Singh,Punjabi,88
Raat Dil,Jubin Nautiyal,Hip-Hop,81
Raat Tere,KK,Retro,87
Tere Din,Arijit Singh,Fusion,96
Mohabbat Dil,Neha Kakkar,Punjabi,90
Dil Tere,Shreya Ghoshal,Fusion,98
Zindagi Jaan,Badshah,Retro,83
Raat Mohabbat,Badshah,Indie,83
Raat Raat,Sonu Nigam,Folk,86
Tere Din,Jubin Nautiyal,Fusion,81
Mere Mohabbat,KK,Indie,100
Dil Dil,Sonu Nigam,Punjabi,89
Raat Dil,Sonu Nigam,Pop,96
Mere Dil,Badshah,Folk,95
Zindagi Mohabbat,Sonu Nigam,Fusion,100
Raat Mohabbat,Sonu Nigam,Pop,80
Zindagi Dil,Jubin Nautiyal,Folk,81
Pyar Mohabbat,Badshah,Indie,86
Mere Tere,KK,Indie,89
Dil Tere,Jubin Nautiyal,Bollywood,81
Mohabbat Jaan,KK,Retro,92
Mohabbat Pyar,KK,Bollywood,80
Mohabbat Jaan,Jubin Nautiyal,Bollywood,86
Ishq Ishq,Shreya Ghoshal,Fusion,91
Pyar Din,Shreya Ghoshal,Bollywood,96
Zindagi Jaan,Shreya Ghoshal,Indie,83
Raat Jaan,Arijit Singh,Folk,92
Ishq Mohabbat,KK,Retro,91
Pyar Ishq,Neha Kakkar,Pop,82
Mere Pyar,Jubin Nautiyal,Fusion,86
Zindagi Tere,Shreya Ghoshal,Indie,91
Jaan Ishq,Jubin Nautiyal,Folk,92
Pyar Raat,Shreya Ghoshal,Retro,100
Ishq Tere,Atif Aslam,Bollywood,94
Pyar Jaan,Badshah,Hip-Hop,97
Jaan Raat,KK,Retro,85
Raat Dil,Sonu Nigam,Pop,91
Din Dil,KK,Pop,84
Dil Dil,Neha Kakkar,Pop,82
Ishq Ishq,Arijit Singh,Punjabi,84
Pyar Mere,Atif Aslam,Bollywood,82
Pyar Din,Arijit Singh,Pop,95
Mere Mohabbat,Sonu Nigam,Indie,84
Ishq Pyar,Neha Kakkar,Fusion,83
Jaan Pyar,Neha Kakkar,Punjabi,100
Dil Mere,Atif Aslam,Indie,99
Raat Mohabbat,Jubin Nautiyal,Folk,91
Din Din,Jubin Nautiyal,Hip-Hop,98
Ishq Pyar,Sonu Nigam,Retro,82
Mere Raat,Shreya Ghoshal,Folk,83
Mohabbat Zindagi,Badshah,Retro,81
Din Jaan,KK,Hip-Hop,86
Tere Din,Arijit Singh,Punjabi,87
Mere Jaan,Sonu Nigam,Fusion,98
Ishq Dil,Jubin Nautiyal,Bollywood,80
Tere Ishq,Jubin Nautiyal,Folk,88
Din Mere,KK,Bollywood,93
Ishq Tere,Arijit Singh,Retro,85
Pyar Ishq,Neha Kakkar,Folk,93
Mere Zindagi,Jubin Nautiyal,Fusion,100
Din Jaan,Badshah,Pop,86
Mere Ishq,Badshah,Retro,88
Jaan Mohabbat,KK,Retro,96
Raat Zindagi,KK,Retro,100
Tere Tere,Sonu Nigam,Hip-Hop,97
Jaan Ishq,Arijit Singh,Retro,89
Zindagi Pyar,KK,Retro,94
Zindagi Zindagi,Atif Aslam,Punjabi,86
Din Din,Neha Kakkar,Folk,85
Mohabbat Tere,Sonu Nigam,Folk,100
Ishq Jaan,Arijit Singh,Pop,92
Ishq Dil,Jubin Nautiyal,Hip-Hop,81
Jaan Jaan,Badshah,Indie,97
Mohabbat Din,Badshah,Retro,99
Dil Ishq,Arijit Singh,Fusion,84
Zindagi Zindagi,Atif Aslam,Punjabi,98
Tere Ishq,Atif Aslam,Pop,91
Din Zindagi,Jubin Nautiyal,Fusion,100
Ishq Dil,Jubin Nautiyal,Hip-Hop,88
Mere Pyar,Sonu Nigam,Folk,100
Mere Pyar,Atif Aslam,Bollywood,88
Ishq Raat,KK,Indie,80
Jaan Mohabbat,Neha Kakkar,Punjabi,86
Tere Pyar,Sonu Nigam,Punjabi,83
Din Raat,Atif Aslam,Folk,99
Mohabbat Raat,Shreya Ghoshal,Folk,99
Zindagi Mere,Sonu Nigam,Punjabi,98
Ishq Ishq,Shreya Ghoshal,Punjabi,81
Dil Mohabbat,Shreya Ghoshal,Indie,98
Dil Mere,Arijit Singh,Retro,93
Mere Pyar,Badshah,Bollywood,98
Pyar Raat,Sonu Nigam,Pop,92
Din Dil,Arijit Singh,Bollywood,97
Mere Mere,Shreya Ghoshal,Indie,83
Jaan Dil,Atif Aslam,Indie,84
Jaan Tere,Shreya Ghoshal,Pop,94
Dil Tere,Sonu Nigam,Punjabi,81
Zindagi Zindagi,Neha Kakkar,Retro,93
Zindagi Raat,Jubin Nautiyal,Bollywood,96
Dil Mere,Jubin Nautiyal,Punjabi,92
Dil Mere,KK,Retro,85
Ishq Tere,KK,Hip-Hop,86
Dil Pyar,Badshah,Pop,98
Din Ishq,Arijit Singh,Hip-Hop,91
Pyar Raat,Sonu Nigam,Fusion,82
Tere Jaan,Atif Aslam,Retro,98
Ishq Zindagi,Shreya Ghoshal,Retro,100
Din Tere,Arijit Singh,Hip-Hop,84
Zindagi Tere,Atif Aslam,Fusion,92
Pyar Zindagi,Jubin Nautiyal,Retro,97
Ishq Dil,Badshah,Indie,88
Din Mere,Atif Aslam,Bollywood,85
Dil Jaan,Sonu Nigam,Indie,100
Zindagi Jaan,Shreya Ghoshal,Pop,94
Mohabbat Zindagi,Atif Aslam,Pop,99
Tere Din,Arijit Singh,Hip-Hop,95
Mere Raat,KK,Pop,94
Jaan Mohabbat,KK,Punjabi,92
Raat Dil,Shreya Ghoshal,Indie,90
Pyar Mohabbat,Arijit Singh,Folk,85
Ishq Mere,Atif Aslam,Bollywood,88
Jaan Pyar,Shreya Ghoshal,Bollywood,92
Mere Raat,Neha Kakkar,Punjabi,96
Din Pyar,Shreya Ghoshal,Folk,84
Dil Zindagi,Arijit Singh,Folk,94
Tere Zindagi,Neha Kakkar,Bollywood,92
Mere Ishq,Arijit Singh,Indie,95
Ishq Pyar,Jubin Nautiyal,Pop,91
Mere Dil,Sonu Nigam,Folk,85
Dil Raat,Atif Aslam,Pop,89
Ishq Zindagi,Atif Aslam,Hip-Hop,85
Tere Mere,Jubin Nautiyal,Hip-Hop,93
Tere Dil,KK,Folk,80
Jaan Mohabbat,Neha Kakkar,Hip-Hop,91
Zindagi Dil,Sonu Nigam,Punjabi,88
Jaan Ishq,Badshah,Fusion,92
Dil Pyar,Jubin Nautiyal,Indie,100
Ishq Dil,KK,Fusion,93
Dil Pyar,KK,Fusion,95
Pyar Mohabbat,Neha Kakkar,Pop,92
Jaan Zindagi,Atif Aslam,Folk,99
Raat Mere,KK,Fusion,93
Zindagi Pyar,Sonu Nigam,Bollywood,83
Mere Jaan,Jubin Nautiyal,Punjabi,81
Raat Mere,Arijit Singh,Hip-Hop,85
Mohabbat Zindagi,Neha Kakkar,Retro,86
Zindagi Ishq,Arijit Singh,Punjabi,97
Ishq Dil,Jubin Nautiyal,Bollywood,87
Mohabbat Mohabbat,Jubin Nautiyal,Fusion,85
Din Mere,Jubin Nautiyal,Retro,82
Tere Pyar,Arijit Singh,Punjabi,83
Ishq Pyar,Arijit Singh,Bollywood,80
Jaan Jaan,Neha Kakkar,Indie,81
Mohabbat Raat,KK,Punjabi,88
Tere Pyar,Badshah,Fusion,81
Ishq Din,KK,Retro,87
Zindagi Dil,Shreya Ghoshal,Punjabi,82
Din Dil,KK,Hip-Hop,95
Zindagi Mere,Badshah,Pop,97
Raat Ishq,Badshah,Retro,82
Ishq Mere,KK,Fusion,95
Dil Pyar,Badshah,Bollywood,99
Jaan Zindagi,Atif Aslam,Pop,100
Tere Dil,Arijit Singh,Hip-Hop,87
Pyar Tere,Sonu Nigam,Bollywood,81
Raat Tere,Arijit Singh,Indie,98
Din Jaan,KK,Punjabi,88
Zindagi Pyar,KK,Hip-Hop,97
Pyar Ishq,Shreya Ghoshal,Bollywood,99
Pyar Din,Arijit Singh,Folk,92
Jaan Mohabbat,Arijit Singh,Fusion,100
Mohabbat Mohabbat,Shreya Ghoshal,Pop,81
Raat Dil,Arijit Singh,Retro,95
Zindagi Dil,Sonu Nigam,Fusion,90
Din Tere,KK,Bollywood,99
Mere Ishq,Sonu Nigam,Punjabi,97
Jaan Raat,Jubin Nautiyal,Folk,99
Ishq Ishq,Jubin Nautiyal,Indie,93
Mohabbat Raat,Jubin Nautiyal,Punjabi,100
Mohabbat Dil,Jubin Nautiyal,Fusion,92
Dil Jaan,Arijit Singh,Folk,80
Zindagi Tere,Jubin Nautiyal,Pop,86
Zindagi Tere,Atif Aslam,Punjabi,86
Raat Ishq,Sonu Nigam,Fusion,92
Jaan Jaan,Neha Kakkar,Pop,93
Tere Pyar,Sonu Nigam,Retro,94
Zindagi Dil,Atif Aslam,Fusion,96
Zindagi Tere,Arijit Singh,Pop,91
Tere Tere,Badshah,Fusion,86
Ishq Mohabbat,Atif Aslam,Punjabi,85
Pyar Tere,Neha Kakkar,Bollywood,90
Dil Din,Shreya Ghoshal,Retro,94
Dil Raat,Arijit Singh,Pop,81
Raat Pyar,Neha Kakkar,Indie,82
Pyar Pyar,Neha Kakkar,Bollywood,90
Jaan Raat,Arijit Singh,Folk,99
Din Mohabbat,Shreya Ghoshal,Indie,91
Pyar Jaan,Sonu Nigam,Indie,95
Pyar Jaan,Sonu Nigam,Pop,90
Zindagi Jaan,Shreya Ghoshal,Hip-Hop,82
Jaan Jaan,Sonu Nigam,Fusion,98
Pyar Mohabbat,Badshah,Hip-Hop,89
Jaan Pyar,Arijit Singh,Folk,82
Din Jaan,Arijit Singh,Pop,81
Ishq Zindagi,Atif Aslam,Indie,84
Mohabbat Jaan,Shreya Ghoshal,Folk,86
Jaan Ishq,Jubin Nautiyal,Hip-Hop,84
Zindagi Jaan,Neha Kakkar,Hip-Hop,91
Pyar Tere,Atif Aslam,Retro,80
Ishq Raat,KK,Bollywood,99
Ishq Mere,Arijit Singh,Bollywood,85
Din Ishq,Neha Kakkar,Fusion,83
Dil Zindagi,Atif Aslam,Punjabi,97
Ishq Dil,Badshah,Hip-Hop,82
Ishq Tere,Sonu Nigam,Indie,94
Mohabbat Ishq,Jubin Nautiyal,Indie,95
Din Mere,Shreya Ghoshal,Retro,86
Pyar Zindagi,KK,Punjabi,86
Din Mohabbat,Arijit Singh,Folk,89
Jaan Dil,Neha Kakkar,Fusion,86
Mohabbat Zindagi,Arijit Singh,Bollywood,87
Dil Jaan,Jubin Nautiyal,Bollywood,99
Mohabbat Ishq,Arijit Singh,Fusion,100
Mere Raat,Jubin Nautiyal,Folk,90
Jaan Pyar,Badshah,Bollywood,91
Raat Din,Jubin Nautiyal,Bollywood,86
Tere Mere,Sonu Nigam,Bollywood,84
Jaan Mere,KK,Indie,80
Din Mere,Badshah,Fusion,100
Zindagi Pyar,Shreya Ghoshal,Fusion,92
Dil Jaan,Neha Kakkar,Fusion,98
Zindagi Din,Neha Kakkar,Folk,90
Pyar Pyar,KK,Pop,93
Ishq Mohabbat,Atif Aslam,Retro,85
Tere Jaan,Badshah,Fusion,85
Raat Din,Shreya Ghoshal,Bollywood,97
Dil Tere,Arijit Singh,Pop,82
Zindagi Ishq,Atif Aslam,Bollywood,91
Pyar Dil,Badshah,Indie,90
Din Din,Shreya Ghoshal,Hip-Hop,86
Pyar Mere,Badshah,Bollywood,87
Tere Raat,Shreya Ghoshal,Fusion,91
Jaan Mohabbat,Arijit Singh,Bollywood,80
Ishq Tere,Shreya Ghoshal,Indie,84
Pyar Zindagi,KK,Folk,90
Mere Ishq,Arijit Singh,Retro,92
Raat Tere,Neha Kakkar,Bollywood,87
Din Dil,Neha Kakkar,Indie,97
Zindagi Ishq,Neha Kakkar,Folk,88
Mohabbat Ishq,Shreya Ghoshal,Bollywood,97
Tere Tere,Atif Aslam,Hip-Hop,84
Mere Mohabbat,Jubin Nautiyal,Retro,100
Dil Tere,Arijit Singh,Fusion,90
Jaan Pyar,KK,Hip-Hop,87
Dil Pyar,Sonu Nigam,Bollywood,96
Raat Din,Neha Kakkar,Retro,94
Tere Jaan,Sonu Nigam,Retro,86
Ishq Jaan,Sonu Nigam,Fusion,89
Ishq Din,Sonu Nigam,Hip-Hop,81
Ishq Mere,Atif Aslam,Bollywood,88
Jaan Ishq,Arijit Singh,Indie,90
Zindagi Dil,Badshah,Bollywood,98
Dil Zindagi,Shreya Ghoshal,Pop,90
Ishq Zindagi,Shreya Ghoshal,Punjabi,83
Tere Zindagi,Neha Kakkar,Punjabi,84
Jaan Jaan,Shreya Ghoshal,Fusion,94
Tere Mere,Neha Kakkar,Bollywood,80
Raat Ishq,Sonu Nigam,Fusion,81
Jaan Dil,Neha Kakkar,Folk,100
Din Dil,Sonu Nigam,Fusion,84
Zindagi Jaan,Atif Aslam,Folk,86
Jaan Pyar,KK,Bollywood,91
Tere Pyar,KK,Bollywood,92
Mohabbat Tere,Badshah,Pop,87
Din Dil,Arijit Singh,Fusion,84
Pyar Jaan,Arijit Singh,Fusion,99
Mohabbat Tere,Arijit Singh,Punjabi,93
Dil Pyar,Neha Kakkar,Fusion,92
Ishq Din,Neha Kakkar,Fusion,99
Tere Mere,KK,Indie,89
Raat Din,Sonu Nigam,Folk,86
Mere Jaan,Badshah,Indie,98
Dil Mere,Sonu Nigam,Folk,83
Jaan Ishq,Jubin Nautiyal,Bollywood,80
Mere Zindagi,Arijit Singh,Hip-Hop,82
Dil Mohabbat,Badshah,Punjabi,83
Pyar Pyar,Jubin Nautiyal,Retro,100
Mere Mohabbat,Shreya Ghoshal,Indie,81
Raat Mere,Jubin Nautiyal,Punjabi,82
Pyar Ishq,Arijit Singh,Bollywood,83
Ishq Raat,Badshah,Pop,88
Mohabbat Pyar,Jubin Nautiyal,Punjabi,84
Jaan Ishq,Jubin Nautiyal,Fusion,90
Pyar Pyar,Jubin Nautiyal,Hip-Hop,89
Ishq Din,Shreya Ghoshal,Indie,100
Tere Dil,Shreya Ghoshal,Fusion,95
Dil Tere,KK,Fusion,100
Ishq Pyar,Arijit Singh,Bollywood,99
Tere Zindagi,Badshah,Punjabi,96
Pyar Mere,Badshah,Folk,98
Zindagi Mohabbat,Neha Kakkar,Indie,98
Zindagi Mohabbat,Atif Aslam,Folk,80
Mere Din,Arijit Singh,Punjabi,99
Mohabbat Jaan,Atif Aslam,Retro,80
Mere Tere,Neha Kakkar,Hip-Hop,93
Dil Jaan,Badshah,Fusion,88
Jaan Raat,Jubin Nautiyal,Folk,93
Dil Zindagi,Arijit Singh,Pop,83
Tere Mohabbat,Badshah,Folk,83
Pyar Tere,Atif Aslam,Bollywood,87
Jaan Mohabbat,Neha Kakkar,Punjabi,83
Dil Ishq,Jubin Nautiyal,Hip-Hop,89
Din Pyar,Badshah,Fusion,87
Zindagi Dil,Jubin Nautiyal,Indie,97
Pyar Dil,KK,Indie,85
Mere Jaan,Shreya Ghoshal,Folk,96
Raat Zindagi,Sonu Nigam,Folk,81
Tere Din,Atif Aslam,Retro,86
Tere Mohabbat,Sonu Nigam,Folk,89
Zindagi Raat,Badshah,Fusion,84
Tere Zindagi,Neha Kakkar,Punjabi,100
Tere Jaan,Badshah,Punjabi,88
Jaan Ishq,KK,Pop,92
Jaan Raat,Atif Aslam,Retro,90
Pyar Pyar,Jubin Nautiyal,Bollywood,85
Dil Din,Jubin Nautiyal,Punjabi,99
Pyar Zindagi,Sonu Nigam,Retro,84
Pyar Jaan,KK,Fusion,90
Jaan Ishq,Sonu Nigam,Fusion,84
Pyar Mere,Neha Kakkar,Folk,99
Zindagi Ishq,Shreya Ghoshal,Bollywood,95
Zindagi Zindagi,Neha Kakkar,Fusion,96
Zindagi Ishq,Shreya Ghoshal,Hip-Hop,85
Raat Jaan,Jubin Nautiyal,Pop,97
Pyar Ishq,Badshah,Punjabi,98
Zindagi Pyar,Shreya Ghoshal,Fusion,84
Din Tere,Arijit Singh,Retro,84
Jaan Ishq,KK,Fusion,95
Mere Din,Neha Kakkar,Hip-Hop,96
Dil Pyar,Shreya Ghoshal,Retro,88
Raat Mere,Shreya Ghoshal,Retro,100
Zindagi Din,KK,Indie,82
Pyar Pyar,Atif Aslam,Punjabi,81
Tere Raat,Badshah,Pop,89
Tere Tere,Neha Kakkar,Hip-Hop,80
Ishq Din,Arijit Singh,Folk,89
Mere Din,Sonu Nigam,Fusion,92
Mere Raat,Neha Kakkar,Hip-Hop,95
Dil Mere,KK,Indie,83
Mere Zindagi,Arijit Singh,Pop,93
Din Tere,Badshah,Retro,87
Tere Tere,Jubin Nautiyal,Folk,90
Zindagi Jaan,Neha Kakkar,Folk,92
Mohabbat Jaan,Jubin Nautiyal,Fusion,84
Mere Zindagi,Jubin Nautiyal,Retro,83
Din Zindagi,Arijit Singh,Indie,89
Mere Din,Shreya Ghoshal,Pop,98
Dil Raat,Badshah,Hip-Hop,84
Mohabbat Mere,Jubin Nautiyal,Retro,93
Tere Mere,KK,Punjabi,98
Mere Dil,Badshah,Punjabi,96
Ishq Raat,Shreya Ghoshal,Punjabi,93
Dil Pyar,Sonu Nigam,Fusion,82
Jaan Pyar,Arijit Singh,Pop,93
Zindagi Jaan,Jubin Nautiyal,Pop,85
Zindagi Mere,Jubin Nautiyal,Folk,86
Tere Raat,Jubin Nautiyal,Pop,85
Zindagi Jaan,Atif Aslam,Pop,90
Dil Din,KK,Indie,80
Jaan Jaan,Atif Aslam,Punjabi,96
Zindagi Zindagi,Badshah,Folk,94
Raat Din,KK,Bollywood,94
Pyar Mohabbat,Sonu Nigam,Pop,80
Jaan Mere,Atif Aslam,Pop,98
Mohabbat Dil,Badshah,Punjabi,90
Mohabbat Raat,Shreya Ghoshal,Pop,87
Tere Jaan,Arijit Singh,Pop,98
Raat Raat,Sonu Nigam,Retro,87
Raat Tere,Arijit Singh,Fusion,87
Ishq Mere,Shreya Ghoshal,Bollywood,83
Zindagi Jaan,Shreya Ghoshal,Bollywood,94
Pyar Mere,Neha Kakkar,Bollywood,82
Mohabbat Tere,Arijit Singh,Pop,90
Mohabbat Mere,KK,Fusion,92
Pyar Dil,Badshah,Retro,97
Tere Jaan,Neha Kakkar,Punjabi,93
Mohabbat Din,Neha Kakkar,Indie,96
Mere Zindagi,Arijit Singh,Indie,95
Pyar Pyar,Arijit Singh,Punjabi,83
Zindagi Tere,Jubin Nautiyal,Hip-Hop,87
Zindagi Pyar,Neha Kakkar,Hip-Hop,96
Raat Jaan,Neha Kakkar,Fusion,90
Din Jaan,Badshah,Bollywood,84
Dil Zindagi,Shreya Ghoshal,Bollywood,100
Mohabbat Raat,Atif Aslam,Bollywood,84
Zindagi Zindagi,Sonu Nigam,Retro,95
Raat Jaan,KK,Pop,80
Tere Ishq,Jubin Nautiyal,Indie,84
Dil Ishq,Jubin Nautiyal,Hip-Hop,92
Zindagi Ishq,Badshah,Folk,98
Tere Tere,Atif Aslam,Retro,92
Din Tere,Badshah,Fusion,81
Raat Mohabbat,Badshah,Hip-Hop,91
Ishq Pyar,Arijit Singh,Indie,93
Mere Mohabbat,KK,Folk,82
Jaan Zindagi,Atif Aslam,Fusion,83
Din Jaan,Shreya Ghoshal,Pop,83
Ishq Mohabbat,Badshah,Hip-Hop,99
Ishq Mere,Shreya Ghoshal,Punjabi,91
Tere Mere,Badshah,Folk,83
Zindagi Ishq,Badshah,Retro,82
Zindagi Raat,Shreya Ghoshal,Hip-Hop,82
Mohabbat Raat,KK,Bollywood,99
